SSSSr, 1
SSSSR, 1
SSSSg, 1
SSSSG, 1
SSSSM, 1
SSSSm, 1
SSSSP, 1
SSSSd, 1
SSSSD, 1
SSSSn, 1
SSSSN, 1
SSSrS, 1
SSSrr, 1
SSSrR, 1
SSSrg, 1
SSSrG, 1
SSSrM, 1
SSSrm, 1
SSSrP, 1
SSSrd, 1
SSSrD, 1
SSSrn, 1
SSSrN, 1
SSSRS, 1
SSSRr, 1
SSSRR, 1
SSSRg, 1
SSSRG, 1
SSSRM, 1
SSSRm, 1
SSSRP, 1
SSSRd, 1
SSSRD, 1
SSSRn, 1
SSSRN, 1
SSSgS, 1
SSSgr, 1
SSSgR, 1
SSSgg, 1
SSSgG, 1
SSSgM, 1
SSSgm, 1
SSSgP, 1
SSSgd, 1
SSSgD, 1
SSSgn, 1
SSSgN, 1
SSSGS, 1
SSSGr, 1
SSSGR, 1
SSSGg, 1
SSSGG, 1
SSSGM, 1
SSSGm, 1
SSSGP, 1
SSSGd, 1
SSSGD, 1
SSSGn, 1
SSSGN, 1
SSSMS, 1
SSSMr, 1
SSSMR, 1
SSSMg, 1
SSSMG, 1
SSSMM, 1
SSSMm, 1
SSSMP, 1
SSSMd, 1
SSSMD, 1
SSSMn, 1
SSSMN, 1
SSSmS, 1
SSSmr, 1
SSSmR, 1
SSSmg, 1
SSSmG, 1
SSSmM, 1
SSSmm, 1
SSSmP, 1
SSSmd, 1
SSSmD, 1
SSSmn, 1
SSSmN, 1
SSSPS, 1
SSSPr, 1
SSSPR, 1
SSSPg, 1
SSSPG, 1
SSSPM, 1
SSSPm, 1
SSSPP, 1
SSSPd, 1
SSSPD, 1
SSSPn, 1
SSSPN, 1
SSSdS, 1
SSSdr, 1
SSSdR, 1
SSSdg, 1
SSSdG, 1
SSSdM, 1
SSSdm, 1
SSSdP, 1
SSSdd, 1
SSSdD, 1
SSSdn, 1
SSSdN, 1
SSSDS, 1
SSSDr, 1
SSSDR, 1
SSSDg, 1
SSSDG, 1
SSSDM, 1
SSSDm, 1
SSSDP, 1
SSSDd, 1
SSSDD, 1
SSSDn, 1
SSSDN, 1
SSSnS, 1
SSSnr, 1
SSSnR, 1
SSSng, 1
SSSnG, 1
SSSnM, 1
SSSnm, 1
SSSnP, 1
SSSnd, 1
SSSnD, 1
SSSnn, 1
SSSnN, 1
SSSNS, 1
SSSNr, 1
SSSNR, 1
SSSNg, 1
SSSNG, 1
SSSNM, 1
SSSNm, 1
SSSNP, 1
SSSNd, 1
SSSND, 1
SSSNn, 1
SSSNN, 1
SSrSS, 1
SSrSr, 1
SSrSR, 1
SSrSg, 1
SSrSG, 1
SSrSM, 1
SSrSm, 1
SSrSP, 1
SSrSd, 1
SSrSD, 1
SSrSn, 1
SSrSN, 1
SSrrS, 1
SSrrr, 1
SSrrR, 1
SSrrg, 1
SSrrG, 1
SSrrM, 1
SSrrm, 1
SSrrP, 1
SSrrd, 1
SSrrD, 1
SSrrn, 1
SSrrN, 1
SSrRS, 1
SSrRr, 1
SSrRR, 1
SSrRg, 1
SSrRG, 1
SSrRM, 1
SSrRm, 1
SSrRP, 1
SSrRd, 1
SSrRD, 1
SSrRn, 1
SSrRN, 1
SSrgS, 1
SSrgr, 1
SSrgR, 1
SSrgg, 1
SSrgG, 1
SSrgM, 1
SSrgm, 1
SSrgP, 1
SSrgd, 1
SSrgD, 1
SSrgn, 1
SSrgN, 1
SSrGS, 1
SSrGr, 1
SSrGR, 1
SSrGg, 1
SSrGG, 1
SSrGM, 1
SSrGm, 1
SSrGP, 1
SSrGd, 1
SSrGD, 1
SSrGn, 1
SSrGN, 1
SSrMS, 1
SSrMr, 1
SSrMR, 1
SSrMg, 1
SSrMG, 1
SSrMM, 1
SSrMm, 1
SSrMP, 1
SSrMd, 1
SSrMD, 1
SSrMn, 1
SSrMN, 1
SSrmS, 1
SSrmr, 1
SSrmR, 1
SSrmg, 1
SSrmG, 1
SSrmM, 1
SSrmm, 1
SSrmP, 1
SSrmd, 1
